USPS	GEOID	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                        
RI	44053	State House District 53	67362209	3951757	      26.009	       1.526	 41.906495	 -71.553773                                                                                                      
RI	44054	State House District 54	6081121	251197	       2.348	       0.097	 41.858931	 -71.472307                                                                                                        
RI	44055	State House District 55	6859396	89195	       2.648	       0.034	 41.867121	 -71.440939                                                                                                         
RI	44056	State House District 56	1790599	52444	       0.691	       0.020	 41.887699	 -71.390923                                                                                                         
RI	44057	State House District 57	11056240	745848	       4.269	       0.288	 41.920288	 -71.406142                                                                                                       
RI	44058	State House District 58	4495909	11017	       1.736	       0.004	 41.864581	 -71.408458                                                                                                         
RI	44059	State House District 59	3519327	214691	       1.359	       0.083	 41.867606	 -71.388219                                                                                                        
RI	44060	State House District 60	3787855	34535	       1.462	       0.013	 41.886499	 -71.370590                                                                                                         
RI	44061	State House District 61	4036464	164617	       1.558	       0.064	 41.885061	 -71.349533                                                                                                        
RI	44062	State House District 62	6191178	325004	       2.390	       0.125	 41.867500	 -71.360213                                                                                                        
RI	44063	State House District 63	12850719	1668088	       4.962	       0.644	 41.835068	 -71.353838                                                                                                      
RI	44064	State House District 64	5994979	823458	       2.315	       0.318	 41.806619	 -71.378474                                                                                                        
RI	44065	State House District 65	11640427	5955170	       4.494	       2.299	 41.777967	 -71.356140                                                                                                      
RI	44066	State House District 66	15702385	6883599	       6.063	       2.658	 41.743542	 -71.333934                                                                                                      
RI	44067	State House District 67	22107449	18177409	       8.536	       7.018	 41.727959	 -71.273526                                                                                                     
RI	44068	State House District 68	15890725	16288609	       6.135	       6.289	 41.685157	 -71.291658                                                                                                     
RI	44069	State House District 69	30881027	74804611	      11.923	      28.882	 41.607613	 -71.305405                                                                                                     
RI	44070	State House District 70	32186315	15161117	      12.427	       5.854	 41.650481	 -71.192441                                                                                                     
RI	44071	State House District 71	112670611	42153552	      43.502	      16.276	 41.555944	 -71.184207                                                                                                    
RI	44072	State House District 72	41782014	31638968	      16.132	      12.216	 41.533444	 -71.253681                                                                                                     
RI	44073	State House District 73	7920727	2740318	       3.058	       1.058	 41.506913	 -71.309056                                                                                                       
RI	44074	State House District 74	37751737	71336352	      14.576	      27.543	 41.533456	 -71.344430                                                                                                     
RI	44075	State House District 75	14677904	321292945	       5.667	     124.052	 41.454929	 -71.310422                                                                                                    
SC	45001	State House District HD-001	1209771426	58976573	     467.095	      22.771	 34.819729	 -83.096900                                                                                               
SC	45002	State House District HD-002	413540603	63219074	     159.669	      24.409	 34.627878	 -82.966832                                                                                                
SC	45003	State House District HD-003	275949997	19140315	     106.545	       7.390	 34.764853	 -82.809988                                                                                                
SC	45004	State House District HD-004	813037464	20360538	     313.916	       7.861	 34.953630	 -82.730049                                                                                                
SC	45005	State House District HD-005	171734148	908931	      66.307	       0.351	 34.824436	 -82.596164                                                                                                  
SC	45006	State House District HD-006	371554611	4475924	     143.458	       1.728	 34.638590	 -82.659219                                                                                                 
SC	45007	State House District HD-007	621398494	5844986	     239.923	       2.257	 34.444730	 -82.538276                                                                                                 
SC	45008	State House District HD-008	309157302	92020309	     119.366	      35.529	 34.517349	 -82.804438                                                                                                
SC	45009	State House District HD-009	126530706	1384952	      48.854	       0.535	 34.568307	 -82.556143                                                                                                 
SC	45010	State House District HD-010	220267453	1935132	      85.046	       0.747	 34.757935	 -82.515763                                                                                                 
SC	45011	State House District HD-011	1520553428	56597768	     587.089	      21.853	 34.246953	 -82.509079                                                                                               
SC	45012	State House District HD-012	1186432744	90591037	     458.084	      34.977	 33.939073	 -82.278006                                                                                               
SC	45013	State House District HD-013	810629053	4574027	     312.986	       1.766	 34.184868	 -82.092176                                                                                                 
SC	45014	State House District HD-014	1049162956	35821621	     405.084	      13.831	 34.407160	 -82.091024                                                                                               
SC	45015	State House District HD-015	159706078	12228470	      61.663	       4.721	 33.026382	 -79.985820                                                                                                
SC	45016	State House District HD-016	571245071	4718960	     220.559	       1.822	 34.618828	 -82.032456                                                                                                 
SC	45017	State House District HD-017	723719474	10901123	     279.430	       4.209	 35.075528	 -82.458299                                                                                                
SC	45018	State House District HD-018	227608390	3958784	      87.880	       1.528	 35.043827	 -82.263149                                                                                                 
SC	45019	State House District HD-019	85552667	1570715	      33.032	       0.606	 34.909672	 -82.438601                                                                                                  
SC	45020	State House District HD-020	57320221	337761	      22.131	       0.130	 34.914691	 -82.334578                                                                                                   
SC	45021	State House District HD-021	62895362	398975	      24.284	       0.154	 34.851548	 -82.246521                                                                                                   
SC	45022	State House District HD-022	45775011	426416	      17.674	       0.165	 34.860507	 -82.325815                                                                                                   
SC	45023	State House District HD-023	39429621	102808	      15.224	       0.040	 34.852011	 -82.399938                                                                                                   
SC	45024	State House District HD-024	65806429	404239	      25.408	       0.156	 34.817292	 -82.354888                                                                                                   
SC	45025	State House District HD-025	147238126	1391425	      56.849	       0.537	 34.743310	 -82.393990                                                                                                 
SC	45026	State House District HD-026	103477444	2333852	      39.953	       0.901	 35.032554	 -80.947426                                                                                                 
SC	45027	State House District HD-027	59711768	237564	      23.055	       0.092	 34.756635	 -82.273300                                                                                                   
SC	45028	State House District HD-028	401458530	4546794	     155.004	       1.756	 34.626819	 -82.333588                                                                                                 
SC	45029	State House District HD-029	1301368932	10019729	     502.461	       3.869	 34.922791	 -81.468678                                                                                               
SC	45030	State House District HD-030	602296525	7064461	     232.548	       2.728	 35.115255	 -81.564829                                                                                                 
SC	45031	State House District HD-031	65078278	397795	      25.127	       0.154	 34.952025	 -81.952321                                                                                                   
SC	45032	State House District HD-032	197538364	4015499	      76.270	       1.550	 35.034793	 -81.886012                                                                                                 
SC	45033	State House District HD-033	668293037	6671188	     258.029	       2.576	 34.804232	 -81.867906                                                                                                 
SC	45034	State House District HD-034	144275217	1509108	      55.705	       0.583	 34.911103	 -82.008860                                                                                                 
SC	45035	State House District HD-035	313960674	3186890	     121.221	       1.230	 34.796770	 -82.099328                                                                                                 
SC	45036	State House District HD-036	183221716	4657724	      70.742	       1.798	 34.957769	 -82.152791                                                                                                 
SC	45037	State House District HD-037	116580492	275853	      45.012	       0.107	 35.033229	 -82.016740                                                                                                  
SC	45038	State House District HD-038	442201681	8999257	     170.735	       3.475	 35.124951	 -82.067529                                                                                                 
SC	45039	State House District HD-039	1330351489	40139446	     513.652	      15.498	 33.990021	 -81.617420                                                                                               
SC	45040	State House District HD-040	1631788278	44675199	     630.037	      17.249	 34.289730	 -81.600053                                                                                               
SC	45041	State House District HD-041	2080654221	63978676	     803.345	      24.702	 34.422279	 -81.137408                                                                                               
SC	45042	State House District HD-042	1726832372	6582373	     666.734	       2.541	 34.627626	 -81.642325                                                                                                
SC	45043	State House District HD-043	1195611752	10722533	     461.628	       4.140	 34.707677	 -81.082321                                                                                               
SC	45044	State House District HD-044	721059093	11427139	     278.402	       4.412	 34.618820	 -80.734940                                                                                                
SC	45045	State House District HD-045	373829840	7036594	     144.337	       2.717	 34.868580	 -80.850348                                                                                                 
SC	45046	State House District HD-046	77728742	480484	      30.011	       0.186	 34.957853	 -81.062807                                                                                                   
SC	45047	State House District HD-047	322650357	7377730	     124.576	       2.849	 35.074395	 -81.172261                                                                                                 
SC	45048	State House District HD-048	86612152	19144127	      33.441	       7.392	 35.017793	 -81.040743                                                                                                 
SC	45049	State House District HD-049	253822225	1988454	      98.001	       0.768	 34.904590	 -81.123275                                                                                                 
SC	45050	State House District HD-050	1627153942	5711458	     628.248	       2.205	 34.177188	 -80.322665                                                                                                
SC	45051	State House District HD-051	192664316	262102	      74.388	       0.101	 33.934269	 -80.293959                                                                                                  
SC	45052	State House District HD-052	987508555	31697535	     381.279	      12.238	 34.320083	 -80.665940                                                                                                
SC	45053	State House District HD-053	1253671079	6169834	     484.045	       2.382	 34.701904	 -80.219472                                                                                                
SC	45054	State House District HD-054	1496613656	21817523	     577.846	       8.424	 34.605774	 -79.817796                                                                                               
SC	45055	State House District HD-055	1779505748	10317813	     687.071	       3.984	 34.388927	 -79.400772                                                                                               
SC	45056	State House District HD-056	302582650	916619	     116.828	       0.354	 33.823715	 -78.841519                                                                                                  
SC	45057	State House District HD-057	1241902970	10775964	     479.501	       4.161	 34.064090	 -79.292263                                                                                               
SC	45058	State House District HD-058	768923876	7271161	     296.883	       2.807	 33.924708	 -79.170945                                                                                                 
SC	45059	State House District HD-059	408557201	3537577	     157.745	       1.366	 34.241446	 -79.707021                                                                                                 
SC	45060	State House District HD-060	881623954	1636422	     340.397	       0.632	 34.101046	 -79.898784                                                                                                 
SC	45061	State House District HD-061	1359039351	9092544	     524.728	       3.511	 33.976866	 -79.592400                                                                                                
SC	45062	State House District HD-062	528849166	1408409	     204.190	       0.544	 34.316512	 -79.950619                                                                                                 
SC	45063	State House District HD-063	72192644	467512	      27.874	       0.181	 34.180149	 -79.827669                                                                                                   
SC	45064	State House District HD-064	1819433851	205651662	     702.487	      79.403	 33.730417	 -80.207578                                                                                              
SC	45065	State House District HD-065	1418217079	10571368	     547.577	       4.082	 34.523410	 -80.361376                                                                                               
SC	45066	State House District HD-066	1456473318	48165127	     562.348	      18.597	 33.373574	 -80.586983                                                                                               
SC	45067	State House District HD-067	216374479	2374630	      83.543	       0.917	 33.872696	 -80.383600                                                                                                 
SC	45068	State House District HD-068	110955224	1834760	      42.840	       0.708	 33.704715	 -78.998970                                                                                                 
SC	45069	State House District HD-069	89662376	11844181	      34.619	       4.573	 34.023355	 -81.175546                                                                                                 
SC	45070	State House District HD-070	1105708112	46353371	     426.916	      17.897	 33.847108	 -80.660513                                                                                               
SC	45071	State House District HD-071	177880072	10804666	      68.680	       4.172	 34.155563	 -81.243488                                                                                                
SC	45072	State House District HD-072	44176999	2033923	      17.057	       0.785	 33.987429	 -81.035767                                                                                                  
SC	45073	State House District HD-073	173915000	2863018	      67.149	       1.105	 34.191138	 -81.129801                                                                                                 
SC	45074	State House District HD-074	33189346	624931	      12.814	       0.241	 34.027856	 -81.032424                                                                                                   
SC	45075	State House District HD-075	33920098	764924	      13.097	       0.295	 33.993934	 -80.969377                                                                                                   
SC	45076	State House District HD-076	51793711	1329482	      19.998	       0.513	 34.080460	 -80.940787                                                                                                  
SC	45077	State House District HD-077	246986664	2377019	      95.362	       0.918	 34.159992	 -80.985277                                                                                                 
SC	45078	State House District HD-078	202571072	4149329	      78.213	       1.602	 34.058272	 -80.860856                                                                                                 
SC	45079	State House District HD-079	44544970	600814	      17.199	       0.232	 34.160661	 -80.871369                                                                                                   
SC	45080	State House District HD-080	639977616	7042635	     247.097	       2.719	 34.046083	 -80.717451                                                                                                 
SC	45081	State House District HD-081	165603850	1826498	      63.940	       0.705	 33.527078	 -81.757638                                                                                                 
SC	45082	State House District HD-082	1531702788	10547640	     591.394	       4.072	 33.805235	 -81.915084                                                                                               
SC	45083	State House District HD-083	242045083	8765520	      93.454	       3.384	 33.597173	 -81.997132                                                                                                 
SC	45084	State House District HD-084	517172143	9434172	     199.681	       3.643	 33.434615	 -81.834686                                                                                                 
SC	45085	State House District HD-085	130482930	62046579	      50.380	      23.956	 34.155450	 -81.364012                                                                                                
SC	45086	State House District HD-086	1883435757	11043745	     727.199	       4.264	 33.563952	 -81.546372                                                                                               
SC	45087	State House District HD-087	214337865	51367037	      82.756	      19.833	 33.990061	 -81.321602                                                                                                
SC	45088	State House District HD-088	143752540	2023975	      55.503	       0.781	 33.912956	 -81.165241                                                                                                 
SC	45089	State House District HD-089	81017924	2352056	      31.281	       0.908	 33.969354	 -81.087938                                                                                                  
SC	45090	State House District HD-090	2739639437	10635397	    1057.781	       4.106	 33.065733	 -80.931475                                                                                               
SC	45091	State House District HD-091	2751052275	35644372	    1062.187	      13.762	 33.207923	 -81.370451                                                                                               
SC	45092	State House District HD-092	49779928	0	      19.220	       0.000	 33.029390	 -80.098971                                                                                                        
SC	45093	State House District HD-093	1602868320	33609627	     618.871	      12.977	 33.663618	 -80.851418                                                                                               
SC	45094	State House District HD-094	42591797	284431	      16.445	       0.110	 32.995448	 -80.187543                                                                                                   
SC	45095	State House District HD-095	443429332	3161810	     171.209	       1.221	 33.437728	 -80.944596                                                                                                 
SC	45096	State House District HD-096	547587438	3479977	     211.425	       1.344	 33.779089	 -81.229538                                                                                                 
SC	45097	State House District HD-097	1065467723	2641843	     411.379	       1.020	 33.085022	 -80.469213                                                                                                
SC	45098	State House District HD-098	40070271	607841	      15.471	       0.235	 32.948680	 -80.143363                                                                                                   
SC	45099	State House District HD-099	146929373	28062463	      56.730	      10.835	 32.903802	 -79.911163                                                                                                
SC	45100	State House District HD-100	669822734	114885667	     258.620	      44.358	 33.191034	 -79.965021                                                                                               
SC	45101	State House District HD-101	2428293869	31529475	     937.570	      12.174	 33.610974	 -79.763157                                                                                               
SC	45102	State House District HD-102	2065727200	189326018	     797.582	      73.099	 33.227298	 -80.000685                                                                                              
SC	45103	State House District HD-103	1793065709	35584879	     692.307	      13.739	 33.507201	 -79.369816                                                                                               
SC	45104	State House District HD-104	306709182	119855816	     118.421	      46.277	 33.879789	 -78.679478                                                                                               
SC	45105	State House District HD-105	657657820	3255201	     253.923	       1.257	 33.972270	 -78.939549                                                                                                 
SC	45106	State House District HD-106	89320877	23630301	      34.487	       9.124	 33.611689	 -79.026432                                                                                                 
SC	45107	State House District HD-107	96271824	151200084	      37.171	      58.379	 33.709783	 -78.858794                                                                                                
SC	45108	State House District HD-108	1349065225	1056098248	     520.877	     407.762	 33.158358	 -79.376248                                                                                             
SC	45109	State House District HD-109	46400916	7835350	      17.915	       3.025	 32.870610	 -80.017640                                                                                                  
SC	45110	State House District HD-110	38286658	25639197	      14.783	       9.899	 32.800395	 -79.888053                                                                                                 
SC	45111	State House District HD-111	34717619	6982787	      13.405	       2.696	 32.798979	 -79.949374                                                                                                  
SC	45112	State House District HD-112	94766178	115593429	      36.589	      44.631	 32.791187	 -79.787076                                                                                                
SC	45113	State House District HD-113	82679634	2602606	      31.923	       1.005	 32.917342	 -80.065150                                                                                                  
SC	45114	State House District HD-114	279417851	6815693	     107.884	       2.632	 32.870191	 -80.170177                                                                                                 
SC	45115	State House District HD-115	144154695	320402864	      55.658	     123.708	 32.622542	 -80.002186                                                                                               
SC	45116	State House District HD-116	1239301386	127795840	     478.497	      49.342	 32.738302	 -80.321698                                                                                              
SC	45117	State House District HD-117	70719590	3978	      27.305	       0.002	 33.057598	 -80.086177                                                                                                     
SC	45118	State House District HD-118	574037481	102759017	     221.637	      39.675	 32.168626	 -80.978767                                                                                               
SC	45119	State House District HD-119	141276720	15309183	      54.547	       5.911	 32.718291	 -80.036165                                                                                                
SC	45120	State House District HD-120	466612870	131817391	     180.160	      50.895	 32.352140	 -80.844952                                                                                               
SC	45121	State House District HD-121	1472437641	650951305	     568.511	     251.334	 32.550405	 -80.573313                                                                                              
SC	45122	State House District HD-122	2572054915	19551823	     993.076	       7.549	 32.673412	 -81.097203                                                                                               
SC	45123	State House District HD-123	138758741	205306028	      53.575	      79.269	 32.164536	 -80.743988                                                                                               
SC	45124	State House District HD-124	213328726	103337077	      82.367	      39.899	 32.419292	 -80.636221                                                                                               
SD	46001	State House District 1	9655345195	413386363	    3727.950	     159.609	 45.606239	 -97.572491                                                                                                   
SD	46002	State House District 2	9434624558	122221599	    3642.729	      47.190	 45.018642	 -97.991312                                                                                                   
SD	46003	State House District 3	173307977	178696	      66.915	       0.069	 45.463029	 -98.383533                                                                                                       
SD	46004	State House District 4	6681861643	124095148	    2579.881	      47.913	 44.812089	 -96.833935                                                                                                   
SD	46005	State House District 5	339464142	31665105	     131.068	      12.226	 44.892995	 -97.128642                                                                                                     
SD	46006	State House District 6	461814211	380883	     178.307	       0.147	 43.395523	 -96.801835                                                                                                       
SD	46007	State House District 7	191390693	3276999	      73.896	       1.265	 44.288168	 -96.820385                                                                                                      
SD	46008	State House District 8	5755717831	41649924	    2222.295	      16.081	 44.029162	 -97.389778                                                                                                    
SD	46009	State House District 9	642028855	8192518	     247.889	       3.163	 43.620278	 -96.976787                                                                                                      
SD	46010	State House District 10	197292459	1206568	      76.175	       0.466	 43.622198	 -96.631872                                                                                                     
SD	46011	State House District 11	72962716	220877	      28.171	       0.085	 43.541834	 -96.840765                                                                                                       
SD	46012	State House District 12	25551227	143987	       9.865	       0.056	 43.503291	 -96.767295                                                                                                       
SD	46013	State House District 13	21927302	76946	       8.466	       0.030	 43.503054	 -96.727054                                                                                                        
SD	46014	State House District 14	21713636	109406	       8.384	       0.042	 43.517150	 -96.675542                                                                                                       
SD	46015	State House District 15	14490701	408465	       5.595	       0.158	 43.551852	 -96.735007                                                                                                       
SD	46016	State House District 16	2205080872	17897308	     851.387	       6.910	 43.009743	 -96.670293                                                                                                   
SD	46017	State House District 17	2665724143	14729638	    1029.242	       5.687	 43.148142	 -97.072686                                                                                                   
SD	46018	State House District 18	1349807412	28629262	     521.164	      11.054	 43.006607	 -97.388339                                                                                                   
SD	46019	State House District 19	6737676763	46712878	    2601.432	      18.036	 43.431257	 -97.787512                                                                                                   
SD	46020	State House District 20	4325831374	31403745	    1670.213	      12.125	 43.813820	 -98.474988                                                                                                   
SD	46021	State House District 21	10206061265	267488410	    3940.582	     103.278	 43.245510	 -99.227649                                                                                                 
SD	46022	State House District 22	5415524135	97463109	    2090.946	      37.631	 44.390501	 -97.963293                                                                                                   
SD	46023	State House District 23	18636345271	471945623	    7195.533	     182.219	 45.201921	 -99.378881                                                                                                 
SD	46024	State House District 24	10498086234	520566821	    4053.334	     200.992	 44.515728	-100.200211                                                                                                 
SD	46025	State House District 25	1115581918	7036355	     430.729	       2.717	 43.729929	 -96.716301                                                                                                    
SD	46027	State House District 27	20917333110	94321033	    8076.228	      36.418	 43.710353	-101.945643                                                                                                  
SD	46029	State House District 29	10790093095	36837249	    4166.078	      14.223	 44.604685	-102.813829                                                                                                  
SD	46030	State House District 30	12161229417	34983589	    4695.477	      13.507	 43.619287	-103.399938                                                                                                  
SD	46031	State House District 31	2072081513	713642	     800.035	       0.276	 44.353669	-103.796528                                                                                                     
SD	46032	State House District 32	63971961	5442	      24.700	       0.002	 44.012905	-103.212616                                                                                                         
SD	46033	State House District 33	479244857	3428892	     185.037	       1.324	 44.097223	-103.405887                                                                                                     
SD	46034	State House District 34	43056266	204492	      16.624	       0.079	 44.059663	-103.274540                                                                                                       
SD	46035	State House District 35	121600773	103586	      46.950	       0.040	 44.064350	-103.136911                                                                                                      
SD	4626A	State House District 26A	6982249108	15074252	    2695.862	       5.820	 43.374649	-100.748361                                                                                                  
SD	4626B	State House District 26B	10101570405	288900682	    3900.238	     111.545	 43.899964	 -99.814797                                                                                                
SD	4628A	State House District 28A	17439575589	549321898	    6733.458	     212.094	 45.306670	-101.201426                                                                                                
SD	4628B	State House District 28B	18332361448	104118573	    7078.165	      40.200	 45.409157	-103.103387                                                                                                
TN	47001	State House District 1	296052053	13214880	     114.306	       5.102	 36.559630	 -82.144985                                                                                                     
TN	47002	State House District 2	264375608	4316374	     102.076	       1.667	 36.490199	 -82.541305                                                                                                      
TN	47003	State House District 3	1743858720	42741268	     673.308	      16.502	 36.482954	 -81.862248                                                                                                    
TN	47004	State House District 4	905241743	10567015	     349.516	       4.080	 36.232736	 -82.294289                                                                                                     
TN	47005	State House District 5	1253539708	3337843	     483.994	       1.289	 36.202715	 -82.807037                                                                                                     
TN	47006	State House District 6	409711716	6698530	     158.191	       2.586	 36.348741	 -82.514539                                                                                                      
TN	47007	State House District 7	435828200	1934125	     168.274	       0.747	 36.244529	 -82.479855                                                                                                      
TN	47008	State House District 8	1137768652	8755392	     439.295	       3.380	 35.665715	 -83.891340                                                                                                     
TN	47009	State House District 9	1837117571	35675971	     709.315	      13.775	 36.472206	 -83.022699                                                                                                    
TN	47010	State House District 10	417450989	37877929	     161.179	      14.625	 36.218397	 -83.266071                                                                                                    
TN	47011	State House District 11	1733401818	62291804	     669.270	      24.051	 35.973103	 -83.128699                                                                                                   
TN	47012	State House District 12	1150314168	1817266	     444.139	       0.702	 35.745986	 -83.532125                                                                                                    
TN	47013	State House District 13	146274968	3564183	      56.477	       1.376	 35.892957	 -83.861758                                                                                                     
TN	47014	State House District 14	124053624	25835279	      47.897	       9.975	 35.866098	 -84.103019                                                                                                    
TN	47015	State House District 15	74378893	2944252	      28.718	       1.137	 35.970387	 -83.889194                                                                                                      
TN	47016	State House District 16	148727460	3662	      57.424	       0.001	 36.076702	 -83.977410                                                                                                        
TN	47017	State House District 17	844088887	77508649	     325.905	      29.926	 35.981553	 -83.498507                                                                                                    
TN	47018	State House District 18	81983769	60986	      31.654	       0.024	 35.934188	 -84.050582                                                                                                        
TN	47019	State House District 19	563410574	6739281	     217.534	       2.602	 36.053392	 -83.809035                                                                                                     
TN	47020	State House District 20	309273166	11552439	     119.411	       4.460	 35.754581	 -84.061110                                                                                                    
TN	47021	State House District 21	965122817	53112571	     372.636	      20.507	 35.646695	 -84.339693                                                                                                    
TN	47022	State House District 22	2254340087	82669877	     870.406	      31.919	 35.216363	 -84.675029                                                                                                   
TN	47023	State House District 23	2285225807	31016217	     882.331	      11.975	 35.411417	 -84.409360                                                                                                   
TN	47024	State House District 24	228318180	137068	      88.154	       0.053	 35.173886	 -84.908204                                                                                                      
TN	47025	State House District 25	2752614527	13435532	    1062.790	       5.187	 35.900394	 -85.152932                                                                                                   
TN	47026	State House District 26	208764089	31891684	      80.604	      12.313	 35.150071	 -85.154858                                                                                                    
TN	47027	State House District 27	469918817	6609073	     181.437	       2.552	 35.205385	 -85.261294                                                                                                     
TN	47028	State House District 28	105803142	7906023	      40.851	       3.053	 35.056843	 -85.260310                                                                                                     
TN	47029	State House District 29	476740991	40062194	     184.071	      15.468	 35.352186	 -85.013788                                                                                                    
TN	47030	State House District 30	143663145	162809	      55.469	       0.063	 35.010800	 -85.111596                                                                                                      
TN	47031	State House District 31	2683867803	78001451	    1036.247	      30.117	 35.559833	 -85.141150                                                                                                   
TN	47032	State House District 32	911828292	78772647	     352.059	      30.414	 35.849800	 -84.456037                                                                                                    
TN	47033	State House District 33	722917143	13958585	     279.120	       5.389	 36.102834	 -84.229626                                                                                                    
TN	47034	State House District 34	492717327	244602	     190.239	       0.094	 35.788644	 -86.520056                                                                                                      
TN	47035	State House District 35	2178432435	110802928	     841.098	      42.781	 36.393203	 -83.622781                                                                                                  
TN	47036	State House District 36	1646882972	77337933	     635.865	      29.860	 36.353155	 -84.088654                                                                                                   
TN	47037	State House District 37	235360570	11311770	      90.873	       4.367	 35.975789	 -86.456248                                                                                                    
TN	47038	State House District 38	3952041625	92307073	    1525.892	      35.640	 36.498512	 -85.123560                                                                                                   
TN	47039	State House District 39	2393518228	76523738	     924.143	      29.546	 35.194126	 -85.930284                                                                                                   
