USPS	GEOID	ANSICODE	NAME	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                    
ID	16039	00400252	Elmore County	27038	12162	7963533304	67384705	    3074.738	      26.017	 43.394826	-115.470751                                                                                        
ID	16041	00395585	Franklin County	12786	4528	1718831658	12169099	     663.645	       4.699	 42.173589	-111.822955                                                                                       
ID	16043	00395408	Fremont County	13242	8531	4826508353	83291796	    1863.525	      32.159	 44.218091	-111.484429                                                                                        
ID	16045	00395442	Gem County	16719	7099	1452724628	12445495	     560.900	       4.805	 44.061473	-116.398784                                                                                            
ID	16047	00395441	Gooding County	15464	6093	1888031360	12289863	     728.973	       4.745	 42.973185	-114.821420                                                                                        
ID	16049	00395699	Idaho County	16267	8744	21956239945	67335736	    8477.352	      25.998	 45.849237	-115.467376                                                                                         
ID	16051	00399751	Jefferson County	26140	8722	2832154816	31267656	    1093.501	      12.073	 43.796965	-112.318588                                                                                      
ID	16053	00395662	Jerome County	22374	8101	1546700901	12864129	     597.185	       4.967	 42.691171	-114.263009                                                                                         
ID	16055	00395661	Kootenai County	138494	63177	3222267856	185180068	    1244.125	      71.498	 47.677113	-116.694918                                                                                    
ID	16057	00395613	Latah County	37244	15988	2786815890	2372731	    1075.996	       0.916	 46.818920	-116.730974                                                                                          
ID	16059	00399754	Lemhi County	7936	4729	11819118494	13894478	    4563.387	       5.365	 44.928789	-113.887841                                                                                          
ID	16061	00395622	Lewis County	3821	1880	1240073685	2444478	     478.795	       0.944	 46.236328	-116.423760                                                                                            
ID	16063	00395624	Lincoln County	5208	1976	3111625420	11608239	    1201.405	       4.482	 42.986181	-114.153899                                                                                         
ID	16065	00394803	Madison County	37536	11280	1215237613	10412190	     469.206	       4.020	 43.789709	-111.656550                                                                                       
ID	16067	00394807	Minidoka County	20069	7665	1962152486	13820933	     757.591	       5.336	 42.856937	-113.640010                                                                                       
ID	16069	00399394	Nez Perce County	39265	17438	2196547487	21212976	     848.092	       8.190	 46.333766	-116.760903                                                                                     
ID	16071	00399759	Oneida County	4286	1906	3108143349	3995379	    1200.061	       1.543	 42.183890	-112.520465                                                                                           
ID	16073	00399760	Owyhee County	11526	4781	19853582270	81509222	    7665.511	      31.471	 42.593063	-116.142655                                                                                        
ID	16075	00394896	Payette County	22623	8945	1053780320	8827481	     406.867	       3.408	 44.002740	-116.748655                                                                                         
ID	16077	00394951	Power County	7817	2944	3636974257	99512615	    1404.244	      38.422	 42.694126	-112.844407                                                                                           
ID	16079	01702379	Shoshone County	12765	7061	6810799882	14137045	    2629.665	       5.458	 47.347694	-115.885092                                                                                       
ID	16081	00399297	Teton County	10170	5478	1164084404	2859304	     449.456	       1.104	 43.760994	-111.211765                                                                                           
ID	16083	00399334	Twin Falls County	77230	31072	4975917336	18417854	    1921.213	       7.111	 42.352309	-114.665639                                                                                    
ID	16085	00399756	Valley County	9862	11789	9491050481	177273029	    3664.515	      68.446	 44.771532	-115.637875                                                                                        
ID	16087	00399757	Washington County	10198	4529	3763204795	53213072	    1452.982	      20.546	 44.448213	-116.797830                                                                                     
IL	17001	00424202	Adams County	67103	29842	2214963578	41793038	     855.202	      16.136	 39.986052	 -91.194961                                                                                         
IL	17003	00424203	Alexander County	8238	4006	609965908	44268323	     235.509	      17.092	 37.183683	 -89.349506                                                                                        
IL	17005	00424204	Bond County	17768	7089	984918676	6426360	     380.279	       2.481	 38.885924	 -89.436592                                                                                             
IL	17007	00424205	Boone County	54165	19970	727059777	3380831	     280.719	       1.305	 42.318983	 -88.824295                                                                                           
IL	17009	00424206	Brown County	6937	2462	791518279	4139308	     305.607	       1.598	 39.962069	 -90.750309                                                                                             
IL	17011	00424207	Bureau County	34978	15720	2250780454	11583679	     869.031	       4.472	 41.401304	 -89.528377                                                                                        
IL	17013	00424208	Calhoun County	5089	2835	657402816	77057174	     253.825	      29.752	 39.164262	 -90.666295                                                                                          
IL	17015	00424209	Carroll County	15387	8437	1152045333	55821513	     444.807	      21.553	 42.059084	 -89.926485                                                                                        
IL	17017	00424210	Cass County	13642	5836	973365036	20581547	     375.818	       7.947	 39.969202	 -90.245704                                                                                            
IL	17019	00424211	Champaign County	201081	87569	2580316235	5509218	     996.266	       2.127	 40.139150	 -88.197201                                                                                     
IL	17021	00424212	Christian County	34800	15563	1837278793	16221497	     709.377	       6.263	 39.545524	 -89.279593                                                                                     
IL	17023	00424213	Clark County	16335	7772	1298666494	8806915	     501.418	       3.400	 39.332364	 -87.791687                                                                                           
IL	17025	00424214	Clay County	13815	6404	1212932408	3304659	     468.316	       1.276	 38.747312	 -88.483789                                                                                            
IL	17027	00424215	Clinton County	37762	15311	1227874498	75592326	     474.085	      29.186	 38.606423	 -89.423136                                                                                       
IL	17029	00424216	Coles County	53873	23425	1316466333	4624844	     508.291	       1.786	 39.513680	 -88.220782                                                                                          
IL	17031	01784766	Cook County	5194675	2180359	2448383588	1785882224	     945.326	     689.533	 41.894294	 -87.645455                                                                                    
IL	17033	00424218	Crawford County	19817	8661	1148994475	5670462	     443.629	       2.189	 39.003730	 -87.757172                                                                                        
IL	17035	00424219	Cumberland County	11048	4874	896198602	2535805	     346.024	       0.979	 39.273121	 -88.240619                                                                                       
IL	17037	00422190	DeKalb County	105160	41079	1635077221	8684327	     631.307	       3.353	 41.894612	 -88.768991                                                                                        
IL	17039	00426598	De Witt County	16561	7521	1029554715	19608681	     397.513	       7.571	 40.181499	 -88.901853                                                                                        
IL	17041	00424222	Douglas County	19980	8390	1079156495	1448702	     416.665	       0.559	 39.766078	 -88.222866                                                                                         
IL	17043	00422191	DuPage County	916924	356179	848218379	23083362	     327.499	       8.913	 41.852058	 -88.086038                                                                                       
IL	17045	00424224	Edgar County	18576	8803	1614531997	1610636	     623.374	       0.622	 39.679037	 -87.747110                                                                                           
IL	17047	00424225	Edwards County	6721	3187	576054180	788767	     222.416	       0.305	 38.417095	 -88.047941                                                                                            
IL	17049	00424226	Effingham County	34242	14570	1240027936	3183199	     478.777	       1.229	 39.047694	 -88.592786                                                                                      
IL	17051	00424227	Fayette County	22140	9302	1855679809	22950051	     716.482	       8.861	 39.001125	 -89.017923                                                                                        
IL	17053	00424228	Ford County	14081	6282	1257738509	1621586	     485.616	       0.626	 40.594423	 -88.224746                                                                                            
IL	17055	00424229	Franklin County	39561	18525	1059017642	58416872	     408.889	      22.555	 37.991848	 -88.926246                                                                                      
IL	17057	00424230	Fulton County	37069	16195	2241880276	43974299	     865.595	      16.979	 40.465688	 -90.206793                                                                                        
IL	17059	00424231	Gallatin County	5589	2746	836750424	13238548	     323.071	       5.111	 37.768677	 -88.227964                                                                                         
IL	17061	00424232	Greene County	13886	6389	1406413796	8425403	     543.019	       3.253	 39.355444	 -90.387757                                                                                          
IL	17063	00424233	Grundy County	50063	19996	1082725907	32126847	     418.043	      12.404	 41.292410	 -88.401054                                                                                        
IL	17065	00424234	Hamilton County	8457	4104	1125777456	3174991	     434.665	       1.226	 38.085226	 -88.539005                                                                                         
IL	17067	00424235	Hancock County	19104	9274	2055740516	53535882	     793.726	      20.670	 40.405792	 -91.167987                                                                                        
IL	17069	00424236	Hardin County	4320	2488	459794312	10491249	     177.528	       4.051	 37.517852	 -88.266148                                                                                           
IL	17071	00424237	Henderson County	7331	3827	981273730	42340541	     378.872	      16.348	 40.815141	 -90.938480                                                                                        
IL	17073	00424238	Henry County	50486	22161	2131522072	6884367	     822.985	       2.658	 41.350021	 -90.130838                                                                                          
IL	17075	00424239	Iroquois County	29718	13452	2893835594	4172263	    1117.316	       1.611	 40.748867	 -87.833601                                                                                       
IL	17077	00424240	Jackson County	60218	28578	1512763725	47391559	     584.081	      18.298	 37.786096	 -89.381212                                                                                       
IL	17079	00424241	Jasper County	9698	4345	1280774187	9348767	     494.510	       3.610	 39.004874	 -88.150763                                                                                           
IL	17081	00424242	Jefferson County	38827	16954	1479320495	32673835	     571.169	      12.615	 38.300780	 -88.924210                                                                                     
IL	17083	00424243	Jersey County	22985	9848	956408129	20348919	     369.271	       7.857	 39.080192	 -90.361365                                                                                          
IL	17085	00424244	Jo Daviess County	22678	13574	1556808594	45690178	     601.087	      17.641	 42.362391	 -90.211470                                                                                    
IL	17087	00424245	Johnson County	12582	5598	890735754	12816588	     343.915	       4.949	 37.460815	 -88.882962                                                                                         
IL	17089	00424246	Kane County	515269	182047	1346943286	10730649	     520.058	       4.143	 41.939594	 -88.428040                                                                                        
IL	17091	00424247	Kankakee County	113449	45246	1752271023	12452094	     676.556	       4.808	 41.139494	 -87.861125                                                                                     
IL	17093	00424248	Kendall County	114736	40321	829664827	5140545	     320.335	       1.985	 41.588140	 -88.430626                                                                                        
IL	17095	00424249	Knox County	52919	24077	1855453788	8849496	     716.395	       3.417	 40.930941	 -90.213761                                                                                           
IL	17097	01784796	Lake County	703462	260310	1149099822	2395243697	     443.670	     924.809	 42.326444	 -87.436118                                                                                      
IL	17099	00422247	LaSalle County	113924	49978	2939957539	33700941	    1135.124	      13.012	 41.343341	 -88.885931                                                                                      
IL	17101	00424252	Lawrence County	16833	6936	963936870	5077778	     372.178	       1.961	 38.718954	 -87.730221                                                                                         
IL	17103	00424253	Lee County	36031	15049	1877472815	10506478	     724.896	       4.057	 41.747442	 -89.299351                                                                                           
IL	17105	00424254	Livingston County	38950	15895	2704686611	4252873	    1044.285	       1.642	 40.894376	 -88.552852                                                                                     
IL	17107	00424255	Logan County	30305	12107	1600764560	2247126	     618.059	       0.868	 40.129070	 -89.365308                                                                                          
IL	17109	01784729	McDonough County	32612	14419	1526558259	2012556	     589.407	       0.777	 40.455789	 -90.677579                                                                                      
IL	17111	01784815	McHenry County	308760	116040	1562206475	19791771	     603.171	       7.642	 42.324298	 -88.452245                                                                                     
IL	17113	01784833	McLean County	169572	69656	3064933852	7490543	    1183.378	       2.892	 40.494559	 -88.844539                                                                                        
IL	17115	00424256	Macon County	110768	50475	1503976676	13406333	     580.689	       5.176	 39.860237	 -88.961529                                                                                        
IL	17117	00424257	Macoupin County	47765	21584	2234917323	12287254	     862.906	       4.744	 39.265900	 -89.926344                                                                                      
IL	17119	00424258	Madison County	269282	117106	1853347576	64697196	     715.582	      24.980	 38.827082	 -89.900195                                                                                     
IL	17121	00424259	Marion County	39437	18296	1482413602	9512893	     572.363	       3.673	 38.648396	 -88.920221                                                                                         
IL	17123	00424260	Marshall County	12640	5914	1001778707	30368289	     386.789	      11.725	 41.031119	 -89.342371                                                                                       
IL	17125	00424261	Mason County	14666	7077	1396619128	62745254	     539.238	      24.226	 40.236993	 -89.913575                                                                                          
IL	17127	01784730	Massac County	15429	7113	614390561	11904547	     237.218	       4.596	 37.216119	 -88.705658                                                                                          
IL	17129	00424266	Menard County	12705	5654	814388302	2641608	     314.437	       1.020	 40.022569	 -89.794133                                                                                           
IL	17131	01784750	Mercer County	16434	7358	1453506907	19403406	     561.202	       7.492	 41.204791	 -90.741433                                                                                         
IL	17133	01784865	Monroe County	32957	13392	997173442	33734465	     385.011	      13.025	 38.277983	 -90.179078                                                                                         
IL	17135	01784866	Montgomery County	30104	13080	1822539599	15512968	     703.687	       5.990	 39.228092	 -89.478007                                                                                    
IL	17137	00424270	Morgan County	35547	15515	1473161231	9079454	     568.791	       3.506	 39.716806	 -90.202277                                                                                         
IL	17139	01784885	Moultrie County	14846	6260	870088946	22102477	     335.943	       8.534	 39.636896	 -88.625726                                                                                        
IL	17141	01784894	Ogle County	53497	22561	1964698351	11425054	     758.574	       4.411	 42.041884	 -89.320176                                                                                          
IL	17143	01784920	Peoria County	186494	83034	1603744994	29499157	     619.209	      11.390	 40.785999	 -89.767358                                                                                       
IL	17145	01784940	Perry County	22350	9426	1144154902	13447403	     441.761	       5.192	 38.084385	 -89.368487                                                                                          
IL	17147	00424275	Piatt County	16729	7269	1137528578	672948	     439.202	       0.260	 40.009056	 -88.592328                                                                                            
IL	17149	01784941	Pike County	16430	7951	2153268105	45333457	     831.381	      17.503	 39.625106	 -90.889034                                                                                           
IL	17151	00424277	Pope County	4470	2491	955110060	14328668	     368.770	       5.532	 37.417169	 -88.542374                                                                                             
IL	17153	01784966	Pulaski County	6161	3155	515886434	10474968	     199.185	       4.044	 37.215615	 -89.127755                                                                                          
IL	17155	00424279	Putnam County	6006	3074	414813807	31243045	     160.161	      12.063	 41.198940	 -89.298386                                                                                           
IL	17157	01784967	Randolph County	33476	13707	1490537612	56215661	     575.500	      21.705	 38.056515	 -89.821210                                                                                      
IL	17159	00424281	Richland County	16233	7513	932370871	4937078	     359.990	       1.906	 38.711550	 -88.085698                                                                                         
IL	17161	00424282	Rock Island County	147546	65756	1107573369	61257184	     427.636	      23.652	 41.468404	 -90.572203                                                                                  
IL	17163	01784987	St. Clair County	270056	116249	1703588508	42149850	     657.759	      16.274	 38.470198	 -89.928546                                                                                   
IL	17165	00424283	Saline County	24913	11697	983725654	18029169	     379.819	       6.961	 37.751653	 -88.545031                                                                                         
IL	17167	01785010	Sangamon County	197465	89901	2248892510	22577397	     868.302	       8.717	 39.756378	 -89.662311                                                                                     
IL	17169	01785037	Schuyler County	7544	3459	1132531106	10511606	     437.273	       4.059	 40.156905	 -90.613464                                                                                        
IL	17171	00424286	Scott County	5355	2459	649861251	4812703	     250.913	       1.858	 39.636979	 -90.477759                                                                                             
IL	17173	01785051	Shelby County	22363	10396	1964565410	24725624	     758.523	       9.547	 39.384926	 -88.798862                                                                                        
IL	17175	00424288	Stark County	5994	2674	746121703	708705	     288.079	       0.274	 41.096908	 -89.797411                                                                                              
IL	17177	01785076	Stephenson County	47711	22081	1462107736	1385932	     564.523	       0.535	 42.349726	 -89.665994                                                                                     
IL	17179	01785094	Tazewell County	135394	57516	1680835450	23211163	     648.974	       8.962	 40.508074	 -89.516260                                                                                     
IL	17181	01785113	Union County	17808	7924	1070854490	22503527	     413.459	       8.689	 37.475104	 -89.252875                                                                                          
IL	17183	01785114	Vermilion County	81625	36318	2326763569	7534481	     898.368	       2.909	 40.186740	 -87.726771                                                                                      
IL	17185	00424293	Wabash County	11947	5585	578218989	11017614	     223.252	       4.254	 38.445821	 -87.839167                                                                                          
IL	17187	01785134	Warren County	17707	7682	1404823508	1674135	     542.405	       0.646	 40.850441	 -90.620223                                                                                          
IL	17189	01785150	Washington County	14716	6534	1457055371	3454799	     562.572	       1.334	 38.353140	 -89.417187                                                                                      
IL	17191	00424296	Wayne County	16760	7975	1848769796	4331019	     713.814	       1.672	 38.431948	 -88.432129                                                                                           
IL	17193	00424297	White County	14665	7181	1281438823	18375223	     494.766	       7.095	 38.087372	 -88.178585                                                                                          
IL	17195	01785167	Whiteside County	58498	25770	1772198878	31796457	     684.250	      12.277	 41.750571	 -89.910957                                                                                     
IL	17197	01785190	Will County	677560	237501	2167580722	31904495	     836.908	      12.318	 41.448474	 -87.978456                                                                                        
IL	17199	01785215	Williamson County	66357	30359	1088181449	62684233	     420.149	      24.203	 37.730353	 -88.930018                                                                                    
IL	17201	01785216	Winnebago County	295266	125965	1329601795	15250394	     513.362	       5.888	 42.337396	 -89.161205                                                                                   
IL	17203	01785231	Woodford County	38664	15145	1366993724	38442098	     527.799	      14.843	 40.789596	 -89.210301                                                                                      
IN	18001	00450401	Adams County	34387	13014	878079128	2430463	     339.028	       0.938	 40.745733	 -84.936130                                                                                           
IN	18003	00450402	Allen County	355329	152184	1702419942	7028819	     657.308	       2.714	 41.091855	 -85.072230                                                                                        
IN	18005	00451683	Bartholomew County	76794	33098	1053886348	6778454	     406.908	       2.617	 39.205843	 -85.897999                                                                                    
IN	18007	00450403	Benton County	8854	3937	1052616479	236035	     406.418	       0.091	 40.608253	 -87.315479                                                                                            
IN	18009	00450404	Blackford County	12766	6051	427554649	1303587	     165.080	       0.503	 40.472672	 -85.323730                                                                                        
IN	18011	00450405	Boone County	56640	22754	1095338966	878039	     422.913	       0.339	 40.050892	 -86.469014                                                                                           
IN	18013	00451684	Brown County	15242	8285	808026819	12043068	     311.981	       4.650	 39.192585	 -86.239410                                                                                           
IN	18015	00450406	Carroll County	20155	9472	964055949	7237884	     372.224	       2.795	 40.584980	 -86.565141                                                                                          
IN	18017	00450339	Cass County	38966	16474	1067475860	6974441	     412.155	       2.693	 40.753799	 -86.355168                                                                                           
IN	18019	00450340	Clark County	110232	47776	965691140	9312549	     372.855	       3.596	 38.476217	 -85.711122                                                                                          
IN	18021	00450341	Clay County	26890	11703	926029234	7198947	     357.542	       2.780	 39.393951	 -87.115837                                                                                            
IN	18023	00450342	Clinton County	33224	13321	1049126443	461117	     405.070	       0.178	 40.305944	 -86.477567                                                                                         
IN	18025	00451674	Crawford County	10713	5520	791610951	7965600	     305.643	       3.076	 38.289433	 -86.440871                                                                                         
IN	18027	00450343	Daviess County	31648	12471	1112366267	19132567	     429.487	       7.387	 38.696155	 -87.076988                                                                                       
IN	18029	00450344	Dearborn County	50047	20171	790033471	6168701	     305.034	       2.382	 39.151491	 -84.973460                                                                                        
IN	18031	00450345	Decatur County	25740	11209	964946111	1955486	     372.568	       0.755	 39.305980	 -85.499831                                                                                         
IN	18033	00450346	DeKalb County	42223	17558	939710824	2657410	     362.824	       1.026	 41.401189	 -85.000185                                                                                          
IN	18035	00450347	Delaware County	117671	52357	1015596276	9803976	     392.124	       3.785	 40.227165	 -85.398856                                                                                      
IN	18037	00451675	Dubois County	41889	17384	1106622334	20886790	     427.269	       8.064	 38.373344	 -86.873385                                                                                        
IN	18039	00450348	Elkhart County	197559	77767	1199605640	12432308	     463.170	       4.800	 41.600693	 -85.863986                                                                                      
IN	18041	00450349	Fayette County	24277	10898	556883990	384034	     215.014	       0.148	 39.639655	 -85.185032                                                                                          
IN	18043	00450350	Floyd County	74578	31968	383149241	2649232	     147.935	       1.023	 38.317936	 -85.911474                                                                                           
IN	18045	00450351	Fountain County	17240	7865	1024743543	5759793	     395.656	       2.224	 40.121282	 -87.234806                                                                                        
IN	18047	00450352	Franklin County	23087	9538	995668709	17145544	     384.430	       6.620	 39.409762	 -85.066964                                                                                        
IN	18049	00450353	Fulton County	20836	9708	954121481	7451397	     368.388	       2.877	 41.050384	 -86.265006                                                                                           
IN	18051	00450354	Gibson County	33503	14645	1262582226	30247794	     487.486	      11.679	 38.317413	 -87.580566                                                                                        
IN	18053	00450355	Grant County	70061	30443	1072446955	2133494	     414.074	       0.824	 40.515758	 -85.654946                                                                                          
IN	18055	00451676	Greene County	33165	15211	1405055007	8864679	     542.495	       3.423	 39.048600	 -87.005245                                                                                         
IN	18057	00450356	Hamilton County	274569	106772	1021147705	21158963	     394.267	       8.170	 40.049870	 -86.020586                                                                                    
IN	18059	00450357	Hancock County	70002	28125	792577692	2613781	     306.016	       1.009	 39.822604	 -85.772904                                                                                         
IN	18061	00451677	Harrison County	39364	16534	1254889451	5193188	     484.516	       2.005	 38.186440	 -86.103681                                                                                       
IN	18063	00450358	Hendricks County	145448	55454	1053895149	4833743	     406.911	       1.866	 39.768749	 -86.510286                                                                                     
IN	18065	00450359	Henry County	49462	21288	1014954691	7655239	     391.876	       2.956	 39.929576	 -85.397338                                                                                          
IN	18067	00450360	Howard County	82752	38679	759012945	2240090	     293.057	       0.865	 40.483537	 -86.114118                                                                                          
IN	18069	00450361	Huntington County	37124	15805	991061319	13134781	     382.651	       5.071	 40.826394	 -85.478597                                                                                     
IN	18071	00451678	Jackson County	42376	18202	1319112546	11917286	     509.312	       4.601	 38.911957	 -86.042516                                                                                       
IN	18073	00450494	Jasper County	33478	13168	1449421191	4560879	     559.625	       1.761	 41.017688	 -87.118814                                                                                         
IN	18075	00450362	Jay County	21253	9221	994310208	458542	     383.905	       0.177	 40.434972	 -85.003380                                                                                               
IN	18077	00450363	Jefferson County	32428	14311	934029272	5848057	     360.631	       2.258	 38.783604	 -85.440090                                                                                       
IN	18079	00450364	Jennings County	28525	12069	975346383	4563811	     376.583	       1.762	 38.996234	 -85.628111                                                                                        
IN	18081	00450365	Johnson County	139654	56649	829903198	3528917	     320.427	       1.363	 39.495986	 -86.094600                                                                                        
IN	18083	00450366	Knox County	38440	17038	1336514262	20755159	     516.031	       8.014	 38.688663	 -87.420182                                                                                          
IN	18085	00450367	Kosciusko County	77358	37038	1376269814	59601470	     531.381	      23.012	 41.244293	 -85.861575                                                                                     
IN	18087	00450368	LaGrange County	37128	14094	983222388	18332797	     379.624	       7.078	 41.642468	 -85.426302                                                                                       
IN	18089	00450495	Lake County	496005	208750	1292303671	330480308	     498.961	     127.599	 41.472239	 -87.374337                                                                                       
IN	18091	00450507	LaPorte County	111467	48448	1549587772	38747148	     598.299	      14.960	 41.549011	 -86.744729                                                                                      
IN	18093	00451703	Lawrence County	46134	21074	1163339936	7150614	     449.168	       2.761	 38.839815	 -86.487820                                                                                       
IN	18095	00450370	Madison County	131636	59068	1170454727	2562276	     451.915	       0.989	 40.166203	 -85.722454                                                                                       
IN	18097	00450371	Marion County	903393	417862	1026408097	17377675	     396.298	       6.710	 39.782976	 -86.135794                                                                                      
IN	18099	00450372	Marshall County	47051	19845	1148992521	15836354	     443.629	       6.114	 41.325003	 -86.269036                                                                                      
IN	18101	00451679	Martin County	10334	4786	869555038	12093384	     335.737	       4.669	 38.705322	 -86.801847                                                                                          
IN	18103	00450373	Miami County	36903	15479	968246709	9184679	     373.842	       3.546	 40.772881	 -86.044258                                                                                           
IN	18105	00451680	Monroe County	137974	59107	1021773228	43542811	     394.509	      16.812	 39.160751	 -86.523325                                                                                       
IN	18107	00450374	Montgomery County	38124	16535	1306941391	2155351	     504.613	       0.832	 40.040296	 -86.892715                                                                                     
IN	18109	00450375	Morgan County	68894	27754	1046274750	14136592	     403.969	       5.458	 39.482646	 -86.447457                                                                                        
IN	18111	00450376	Newton County	14244	6030	1040550429	4349521	     401.759	       1.679	 40.962399	 -87.402172                                                                                          
IN	18113	00450377	Noble County	47536	20109	1064077860	17068252	     410.843	       6.590	 41.400794	 -85.417850                                                                                         
IN	18115	00450378	Ohio County	6128	2784	223101869	3352222	      86.140	       1.294	 38.940527	 -84.964299                                                                                              
IN	18117	00451681	Orange County	19840	9176	1031818152	25394104	     398.387	       9.805	 38.547381	 -86.489257                                                                                         
IN	18119	00450379	Owen County	21575	10091	997892586	6570749	     385.288	       2.537	 39.317339	 -86.838845                                                                                            
IN	18121	00450380	Parke County	17339	8085	1151671026	13769482	     444.663	       5.316	 39.774250	 -87.196950                                                                                          
IN	18123	00451682	Perry County	19338	8495	988668708	11817628	     381.727	       4.563	 38.081436	 -86.626540                                                                                           
IN	18125	00450381	Pike County	12845	5735	865673554	17756536	     334.238	       6.856	 38.397898	 -87.232532                                                                                            
IN	18127	00450382	Porter County	164343	66179	1083011401	268394743	     418.153	     103.628	 41.509922	 -87.071308                                                                                      
IN	18129	00450383	Posey County	25910	11207	1060783261	25263904	     409.571	       9.754	 38.027614	 -87.868653                                                                                         
IN	18131	00446852	Pulaski County	13402	6060	1123145988	2291536	     433.649	       0.885	 41.045272	 -86.692538                                                                                         
IN	18133	00450384	Putnam County	37963	14706	1244562066	5604743	     480.528	       2.164	 39.665544	 -86.853325                                                                                         
IN	18135	00446853	Randolph County	26171	11743	1171656456	2420394	     452.379	       0.935	 40.164414	 -85.005004                                                                                       
IN	18137	00450385	Ripley County	28818	11952	1156236700	4237505	     446.426	       1.636	 39.100230	 -85.260541                                                                                         
IN	18139	00446854	Rush County	17392	7508	1057035473	872309	     408.124	       0.337	 39.622312	 -85.466526                                                                                             
IN	18141	00452855	St. Joseph County	266931	114849	1185826798	9156284	     457.850	       3.535	 41.617699	 -86.288159                                                                                   
IN	18143	00450386	Scott County	24181	10440	493127224	6089000	     190.397	       2.351	 38.679431	 -85.751898                                                                                           
IN	18145	00450387	Shelby County	44436	19080	1064866098	4167863	     411.147	       1.609	 39.524135	 -85.792174                                                                                         
IN	18147	00450388	Spencer County	20952	8872	1027562733	12126717	     396.744	       4.682	 38.009789	 -87.010645                                                                                        
IN	18149	00450389	Starke County	23363	10962	800653661	7955177	     309.134	       3.072	 41.283220	 -86.647570                                                                                          
IN	18151	00450390	Steuben County	34185	19377	800149001	35034127	     308.939	      13.527	 41.643437	 -85.002467                                                                                        
IN	18153	00450391	Sullivan County	21475	8939	1158091682	18063039	     447.142	       6.974	 39.089225	 -87.415843                                                                                       
IN	18155	00450392	Switzerland County	10613	4969	571436429	7267108	     220.633	       2.806	 38.825846	 -85.029679                                                                                      
IN	18157	00450393	Tippecanoe County	172780	71096	1294491529	8902814	     499.806	       3.437	 40.389260	 -86.893943                                                                                    
IN	18159	00450394	Tipton County	15936	6998	674797764	68029	     260.541	       0.026	 40.310229	 -86.056207                                                                                             
IN	18161	00450395	Union County	7516	3239	417568462	10238544	     161.224	       3.953	 39.623111	 -84.925152                                                                                            
IN	18163	00450396	Vanderburgh County	179703	83003	604697995	7393314	     233.475	       2.855	 38.020070	 -87.586166                                                                                    
IN	18165	00450397	Vermillion County	16212	7488	665311750	7904759	     256.878	       3.052	 39.854045	 -87.462071                                                                                       
IN	18167	00450398	Vigo County	107848	46006	1044574633	18486867	     403.313	       7.138	 39.429143	 -87.390375                                                                                         
IN	18169	00450399	Wabash County	32888	14171	1068200229	22122011	     412.434	       8.541	 40.843717	 -85.795175                                                                                        
IN	18171	00450400	Warren County	8508	3680	944520687	4466123	     364.681	       1.724	 40.352658	 -87.375847                                                                                            
IN	18173	00450335	Warrick County	59689	24203	996667397	16155828	     384.815	       6.238	 38.097764	 -87.272023                                                                                        
IN	18175	00451665	Washington County	28262	12220	1330542331	7444213	     513.725	       2.874	 38.600612	 -86.104751                                                                                     
IN	18177	00450336	Wayne County	68917	31242	1040502885	6736566	     401.740	       2.601	 39.863091	 -85.006735                                                                                          
IN	18179	00450337	Wells County	27636	11659	953341217	5596420	     368.087	       2.161	 40.735273	 -85.212974                                                                                           
IN	18181	00450338	White County	24643	12970	1308266686	9206237	     505.125	       3.555	 40.750950	 -86.864293                                                                                          
IN	18183	00450369	Whitley County	33292	14281	869120901	6073420	     335.569	       2.345	 41.136426	 -85.501892                                                                                         
IA	19001	00465190	Adair County	7682	3698	1474404167	2597997	     569.271	       1.003	 41.328528	 -94.478164                                                                                            
IA	19003	00465191	Adams County	4029	2010	1096700733	5353423	     423.439	       2.067	 41.021656	 -94.696906                                                                                            
IA	19005	00465192	Allamakee County	14330	7617	1655214493	50995230	     639.082	      19.689	 43.274964	 -91.382751                                                                                      
IA	19007	00465193	Appanoose County	12887	6633	1287981483	49083877	     497.292	      18.951	 40.744683	 -92.870345                                                                                      
